family_code,family_zh,family,spid,zh_name,name,en_name,reg_tw,reg_matsu,reg_kingmen,tw_endemic,consv_status
C37,翠鳥科,Alcedinidae,320,白領翡翠,Todiramphus chloris,Collared Kingfisher,迷,無,無,,
C37,翠鳥科,Alcedinidae,321,斑翡翠,Ceryle rudis,Pied Kingfisher,無,過、稀,留、不普,,
C38,蜂虎科,Meropidae,322,栗喉蜂虎,Merops philippinus,Blue-tailed Bee-eater,迷,無,夏、普,,
C38,蜂虎科,Meropidae,323,彩虹蜂虎,Merops ornatus,Rainbow Bee-eater,迷,無,無,,
C39,佛法僧科,Coraciidae,324,佛法僧,Eurystomus orientalis,Dollarbird,過、稀,過、普,過、稀,,
C40,戴勝科,Upupidae,325,戴勝,Upupa epops,Eurasian Hoopoe,冬、稀/過、稀,過、普,留、普/過、不普,,
C41,鬚鴷科,Megalaimidae,326,五色鳥,Megalaima nuchalis,Taiwan Barbet,留、普,無,無,特有種,
C42,啄木鳥科,Picidae,327,地啄木,Jynx torquilla,Eurasian Wryneck,冬、稀/過、稀,過、稀,冬、不普,,
C42,啄木鳥科,Picidae,328,小啄木,Dendrocopos canicapillus,Gray-capped Woodpecker,留、普,無,無,,
C42,啄木鳥科,Picidae,329,大赤啄木,Dendrocopos leucotos,White-backed Woodpecker,留、不普,無,無,特有亞種(D. l. insularis),II
C42,啄木鳥科,Picidae,330,綠啄木,Picus canus,Gray-faced Woodpecker,留、稀,無,無,,II
C43,隼科,Falconidae,331,紅隼,Falco tinnunculus,Eurasian Kestrel,冬、普,留、不普/過、普,冬、不普,,II
C43,隼科,Falconidae,332,紅腳隼,Falco amurensis,Amur Falcon,過、稀,過、稀,過、稀,,II
C43,隼科,Falconidae,333,灰背隼,Falco columbarius,Merlin,冬、稀/過、稀,迷,無,,II
C43,隼科,Falconidae,334,燕隼,Falco subbuteo,Eurasian Hobby,過、不普,過、不普,過、稀,,II
C43,隼科,Falconidae,335,遊隼,Falco peregrinus,Peregrine Falcon,留、稀/冬、不普/過、不普,過、稀,冬、不普,,I
C44,八色鳥科,Pittidae,336,綠胸八色鳥,Pitta sordida,Hooded Pitta,迷,無,無,,
C44,八色鳥科,Pittidae,337,八色鳥,Pitta nympha,Fairy Pitta,夏、不普,無,無,,II
C44,八色鳥科,Pittidae,338,藍翅八色鳥,Pitta moluccensis,Blue-winged Pitta,迷,迷,無,,
C45,山椒鳥科,Campephagidae,339,灰喉山椒鳥,Pericrocotus solaris,Gray-chinned Minivet,留、普,無,無,,
C45,山椒鳥科,Campephagidae,340,長尾山椒鳥,Pericrocotus ethologus,Long-tailed Minivet,迷,無,無,,
C45,山椒鳥科,Campephagidae,341,琉球山椒鳥,Pericrocotus tegimae,Ryukyu Minivet,迷,無,無,,
C45,山椒鳥科,Campephagidae,342,灰山椒鳥,Pericrocotus divaricatus,Ashy Minivet,冬、稀/過、稀,過、普,過、不普,,
C45,山椒鳥科,Campephagidae,343,小灰山椒鳥,Pericrocotus cantonensis,Brown-rumped Minivet,迷,過、稀,無,,
C45,山椒鳥科,Campephagidae,344,花翅山椒鳥,Coracina macei,Large Cuckooshrike,留、稀,迷,無,,II
C45,山椒鳥科,Campephagidae,345,黑原鵑鵙,Lalage nigra,Pied Triller,迷,無,無,,
C45,山椒鳥科,Campephagidae,346,黑翅山椒鳥,Lalage melaschistos,Black-winged Cuckooshrike,冬、稀/過、稀,過、不普,過、稀,,
C46,伯勞科,Laniidae,347,虎紋伯勞,Lanius tigrinus,Tiger Shrike,過、稀,無,無,,
C46,伯勞科,Laniidae,348,紅頭伯勞,Lanius bucephalus,Bull-headed Shrike,冬、稀,過、稀,過、稀,,
C46,伯勞科,Laniidae,349,紅背伯勞,Lanius collurio,Red-backed Shrike,迷,無,無,,
C46,伯勞科,Laniidae,350,紅尾伯勞,Lanius cristatus,Brown Shrike,冬、普/過、普,過、普,過、普,,III
C46,伯勞科,Laniidae,351,棕背伯勞,Lanius schach,Long-tailed Shrike,留、普,過、不普/留、稀,留、普,,
C46,伯勞科,Laniidae,352,楔尾伯勞,Lanius sphenocercus,Chinese Gray Shrike,迷,迷,過、稀,,
C47,綠鵙科,Vireonidae,353,綠畫眉,Erpornis zantholeuca,White-bellied Erpornis,留、普,無,無,,
C48,黃鸝科,Oriolidae,354,黃鸝,Oriolus chinensis,Black-naped Oriole,留、稀/過、稀,過、不普,過、稀,,I
C48,黃鸝科,Oriolidae,355,朱鸝,Oriolus traillii,Maroon Oriole,留、不普,無,無,特有亞種(O. t. ardens),II
C49,卷尾科,Dicruridae,356,大卷尾,Dicrurus macrocercus,Black Drongo,留、普/過、稀,夏、不普,夏、不普,特有亞種(D. m. harterti),
C49,卷尾科,Dicruridae,357,灰卷尾,Dicrurus leucophaeus,Ashy Drongo,冬、稀/過、稀,過、普,過、稀,,
C49,卷尾科,Dicruridae,358,鴉嘴卷尾,Dicrurus annectans,Crow-billed Drongo,無,過、稀,無,,
C49,卷尾科,Dicruridae,359,小卷尾,Dicrurus aeneus,Bronzed Drongo,留、普,無,無,特有亞種(D. a. braunianus),
C49,卷尾科,Dicruridae,360,髮冠卷尾,Dicrurus hottentottus,Hair-crested Drongo,過、稀,過、不普,過、稀,,
C50,王鶲科,Monarchidae,361,黑枕藍鶲,Hypothymis azurea,Black-naped Monarch,留、普,迷,迷,特有亞種(H. a. oberholseri),
C50,王鶲科,Monarchidae,362,紫綬帶,Terpsiphone atrocaudata,Japanese Paradise-Flycatcher,過、稀；夏、蘭嶼普/留、蘭嶼稀,過、稀,過、稀,,II
C50,王鶲科,Monarchidae,363,亞洲綬帶,Terpsiphone paradisi,Asian Paradise-Flycatcher,過、稀,過、稀,過、稀,,
C51,鴉科,Corvidae,364,松鴉,Garrulus glandarius,Eurasian Jay,留、普,無,無,特有亞種(G. g. taivanus),
C51,鴉科,Corvidae,365,灰喜鵲,Cyanopica cyanus,Azure-winged Magpie,引進種、稀,無,無,,
C51,鴉科,Corvidae,366,台灣藍鵲,Urocissa caerulea,Formosan Magpie,留、普,無,無,特有種,III
C51,鴉科,Corvidae,367,樹鵲,Dendrocitta formosae,Gray Treepie,留、普,迷,迷,特有亞種(D. f. formosae),
C51,鴉科,Corvidae,368,喜鵲,Pica pica,Eurasian Magpie,留、普,過、稀,留、普,,
C51,鴉科,Corvidae,369,星鴉,Nucifraga caryocatactes,Eurasian Nutcracker,留、普,無,無,特有亞種(N. c. owstoni),
C51,鴉科,Corvidae,370,東方寒鴉,Corvus dauuricus,Daurian Jackdaw,迷,無,冬、稀,,
C51,鴉科,Corvidae,371,家烏鴉,Corvus splendens,House Crow,迷,無,無,,
C51,鴉科,Corvidae,372,禿鼻鴉,Corvus frugilegus,Rook,冬、稀,過、稀,無,,
C51,鴉科,Corvidae,373,小嘴烏鴉,Corvus corone,Carrion Crow,過、稀,過、稀,冬、稀,,
C51,鴉科,Corvidae,374,巨嘴鴉,Corvus macrorhynchos,Large-billed Crow,留、普,迷,迷,,
C51,鴉科,Corvidae,375,玉頸鴉,Corvus torquatus,Collared Crow,迷,無,留、不普,,
C52,百靈科,Alaudidae,376,大短趾百靈,Calandrella brachydactyla,Greater Short-toed Lark,迷,無,無,,
C52,百靈科,Alaudidae,377,亞洲短趾百靈,Calandrella rufescens,Lesser Short-toed Lark,迷,無,無,,
C52,百靈科,Alaudidae,378,歐亞雲雀,Alauda arvensis,Sky Lark,過、稀,過、稀,過、稀,,
C52,百靈科,Alaudidae,379,小雲雀,Alauda gulgula,Oriental Skylark,留、普,留、稀,留、不普,,
C53,燕科,Hirundinidae,380,棕沙燕,Riparia chinensis,Gray-throated Martin,留、普,迷,迷,,
C53,燕科,Hirundinidae,381,灰沙燕,Riparia riparia,Bank Swallow,過、稀,過、不普,過、稀,,
C53,燕科,Hirundinidae,382,家燕,Hirundo rustica,Barn Swallow,夏、普/冬、普/過、普,夏、普,夏、普,,
C53,燕科,Hirundinidae,383,洋燕,Hirundo tahitica,Pacific Swallow,留、普,過、不普,過、不普,,
C53,燕科,Hirundinidae,384,金腰燕,Cecropis daurica,Red-rumped Swallow,過、稀,夏、稀,過、稀,,
C53,燕科,Hirundinidae,385,赤腰燕,Cecropis striolata,Striated Swallow,留、普,無,無,,
C53,燕科,Hirundinidae,386,東方毛腳燕,Delichon dasypus,Asian House-Martin,留、不普,無,無,,
C54,細嘴鶲科,Stenostiridae,387,方尾鶲,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,迷,迷,無,,
C55,山雀科,Paridae,388,煤山雀,Periparus ater,Coal Tit,留、普,無,無,特有亞種(P. a. ptilosus),III
C55,山雀科,Paridae,389,白頰山雀,Parus major,Great Tit,迷,留、稀,無,,
C55,山雀科,Paridae,390,青背山雀,Parus monticolus,Green-backed Tit,留、普,無,無,特有亞種(P. m. insperatus),III
C55,山雀科,Paridae,391,黃山雀,Macholophus holsti,Yellow Tit,留、稀,無,無,特有屬,II
C55,山雀科,Paridae,392,赤腹山雀,Sittiparus varius,Varied Tit,留、不普,迷,無,特有亞種(S. v. castaneoventris),II
C56,攀雀科,Remizidae,393,攀雀,Remiz consobrinus,Chinese Penduline-Tit,迷,過、稀,過、稀,,
C57,長尾山雀科,Aegithalidae,394,紅頭山雀,Aegithalos concinnus,Black-throated Tit,留、普,留、不普,無,,
C58,鳾科,Sittidae,395,茶腹鳾,Sitta europaea,Eurasian Nuthatch,留、普,無,無,,
C59,鷦鷯科,Troglodytidae,396,鷦鷯,Troglodytes troglodytes,Eurasian Wren,留、普,無,無,特有亞種(T. t. taivanus),
C60,河烏科,Cinclidae,397,河烏,Cinclus pallasii,Brown Dipper,留、不普,無,無,,
C61,鵯科,Pycnonotidae,398,白環鸚嘴鵯,Spizixos semitorques,Collared Finchbill,留、普,無,無,特有亞種(S. s. cinereicapillus),
C61,鵯科,Pycnonotidae,399,烏頭翁,Pycnonotus taivanus,Styan''s Bulbul,留、花蓮台東恆春半島普,無,無,特有種,II
C61,鵯科,Pycnonotidae,400,白頭翁,Pycnonotus sinensis,Light-vented Bulbul,留、普,留、普,留、普,特有亞種(P. s. formosae),
C61,鵯科,Pycnonotidae,401,紅嘴黑鵯,Hypsipetes leucocephalus,Black Bulbul,留、普,迷,迷,特有亞種(H. l. nigerrimus),
C61,鵯科,Pycnonotidae,402,棕耳鵯,Hypsipetes amaurotis,Brown-eared Bulbul,留、蘭嶼綠島普/過、稀,迷,無,特有亞種(I. a. harterti),
C61,鵯科,Pycnonotidae,403,栗背短腳鵯,Hemixos castanonotus,Chestnut Bulbul,無,無,迷,,
C62,戴菊科,Regulidae,404,戴菊鳥,Regulus regulus,Goldcrest,冬、稀/過、稀,過、稀,過、稀,,
C62,戴菊科,Regulidae,405,火冠戴菊鳥,Regulus goodfellowi,Flamecrest,留、普,無,無,特有種,III
C63,鷦眉科,Pnoepygidae,406,台灣鷦眉,Pnoepyga formosana,Taiwan Cupwing,留、普,無,無,特有種,
C64,樹鶯科,Cettiidae,407,短尾鶯,Urosphena squameiceps,Asian Stubtail,冬、稀/過、稀,過、稀,冬、稀,,
C64,樹鶯科,Cettiidae,408,棕面鶯,Abroscopus albogularis,Rufous-faced Warbler,留、普,迷,無,,
C64,樹鶯科,Cettiidae,409,遠東樹鶯,Cettia canturians,Manchurian Bush-Warbler,冬、不普,冬、不普,冬、稀,,
C64,樹鶯科,Cettiidae,410,日本樹鶯,Cettia diphone,Japanese Bush-Warbler,冬、稀,無,無,,
C64,樹鶯科,Cettiidae,411,小鶯,Cettia fortipes,Brownish-flanked Bush-Warbler,留、普/過、稀,留、普,迷,特有亞種(C. f. robustipes),
C64,樹鶯科,Cettiidae,412,深山鶯,Cettia acanthizoides,Yellowish-bellied Bush-Warbler,留、普,無,無,特有亞種(C. a. concolor),
C65,柳鶯科,Phylloscopidae,413,歐亞柳鶯,Phylloscopus trochilus,Willow Warbler,迷,無,無,,
C65,柳鶯科,Phylloscopidae,414,嘰咋柳鶯,Phylloscopus collybita,Common Chiffchaff,迷,無,無,,
C65,柳鶯科,Phylloscopidae,415,林柳鶯,Phylloscopus sibilatrix,Wood Warbler,迷,無,無,,
C65,柳鶯科,Phylloscopidae,416,褐色柳鶯,Phylloscopus fuscatus,Dusky Warbler,冬、稀/過、稀,過、不普,冬、不普,,
C65,柳鶯科,Phylloscopidae,417,黃腹柳鶯,Phylloscopus affinis,Tickell''s Leaf-Warbler,無,迷,無,,
C65,柳鶯科,Phylloscopidae,418,棕眉柳鶯,Phylloscopus armandii,Yellow-streaked Warbler,迷,無,無,,
C65,柳鶯科,Phylloscopidae,419,巨嘴柳鶯,Phylloscopus schwarzi,Radde''s Warbler,過、稀,過、稀,無,,
C65,柳鶯科,Phylloscopidae,420,黃腰柳鶯,Phylloscopus proregulus,Pallas''s Leaf-Warbler,過、不普,過、不普,過、稀,,
C65,柳鶯科,Phylloscopidae,421,黃眉柳鶯,Phylloscopus inornatus,Yellow-browed Warbler,冬、不普,冬、不普,冬、不普,,
C65,柳鶯科,Phylloscopidae,422,極北柳鶯,Phylloscopus borealis,Arctic Warbler,冬、普,冬、普,冬、不普,,
C65,柳鶯科,Phylloscopidae,423,雙斑綠柳鶯,Phylloscopus trochiloides,Greenish Warbler,迷,無,迷,,
C65,柳鶯科,Phylloscopidae,424,淡腳柳鶯,Phylloscopus tenellipes,Pale-legged Leaf-Warbler,過、稀,過、稀,過、稀,,
C65,柳鶯科,Phylloscopidae,425,庫頁島柳鶯,Phylloscopus borealoides,Sakhalin Leaf-Warbler,過、稀,過、稀,過、稀,,
C65,柳鶯科,Phylloscopidae,426,冠羽柳鶯,Phylloscopus coronatus,Eastern Crowned Leaf-Warbler,過、稀,過、稀,過、稀,,
C65,柳鶯科,Phylloscopidae,427,飯島柳鶯,Phylloscopus ijimae,Ijima''s Leaf-Warbler,過、稀,無,無,,III
C65,柳鶯科,Phylloscopidae,428,克氏冠紋柳鶯,Phylloscopus claudiae,Claudia''s Leaf-Warbler,迷,迷,無,,
C65,柳鶯科,Phylloscopidae,429,哈氏冠紋柳鶯,Phylloscopus goodsoni,Hartert''s Leaf-Warbler,迷,迷,無,,
C65,柳鶯科,Phylloscopidae,430,黑眉柳鶯,Phylloscopus ricketti,Sulphur-breasted Warbler,迷,迷,無,,
C65,柳鶯科,Phylloscopidae,431,比氏鶲鶯,Seicercus valentini,Bianchi''s Warbler,迷,無,無,,
C66,葦鶯科,Acrocephalidae,432,靴籬鶯,Iduna caligata,Booted Warbler,迷,無,無,,
C66,葦鶯科,Acrocephalidae,433,細紋葦鶯,Acrocephalus sorghophilus,Streaked Reed-Warbler,迷,無,無,,
C66,葦鶯科,Acrocephalidae,434,雙眉葦鶯,Acrocephalus bistrigiceps,Black-browed Reed-Warbler,冬、稀/過、稀,過、稀,過、稀,,
C66,葦鶯科,Acrocephalidae,435,遠東葦鶯,Acrocephalus tangorum,Manchurian Reed-Warbler,迷,無,無,,
C66,葦鶯科,Acrocephalidae,436,稻田葦鶯,Acrocephalus agricola,Paddyfield Warbler,迷,無,無,,
C66,葦鶯科,Acrocephalidae,437,布氏葦鶯,Acrocephalus dumetorum,Blyth''s Reed-Warbler,迷,無,無,,
C66,葦鶯科,Acrocephalidae,438,東方大葦鶯,Acrocephalus orientalis,Oriental Reed-Warbler,冬、普,冬、普,冬、不普,,
C67,蝗鶯科,Locustellidae,439,台灣叢樹鶯,Bradypterus alishanensis,Taiwan Bush-Warbler,留、普,無,無,特有種,
C67,蝗鶯科,Locustellidae,440,茅斑蝗鶯,Locustella lanceolata,Lanceolated Warbler,過、不普,過、稀,過、稀,,
C67,蝗鶯科,Locustellidae,441,小蝗鶯,Locustella certhiola,Pallas''s Grasshopper-Warbler,過、稀,過、稀,無,,
C67,蝗鶯科,Locustellidae,442,北蝗鶯,Locustella ochotensis,Middendorff''s Grasshopper-Warbler,冬、稀/過、不普,過、稀,無,,
C67,蝗鶯科,Locustellidae,443,史氏蝗鶯,Locustella pleskei,Pleske''s Grasshopper-Warbler,過、稀,無,無,,
C67,蝗鶯科,Locustellidae,444,蒼眉蝗鶯,Locustella fasciolata,Gray''s Grasshopper-Warbler,過、稀,無,無,,
C67,蝗鶯科,Locustellidae,445,庫頁島蝗鶯,Locustella amnicola,Sakhalin Grasshopper-Warbler,過、稀,無,無,,
C68,扇尾鶯科,Cisticolidae,446,棕扇尾鶯,Cisticola juncidis,Zitting Cisticola,留、普/過、稀,過、不普,過、不普,,
C68,扇尾鶯科,Cisticolidae,447,黃頭扇尾鶯,Cisticola exilis,Golden-headed Cisticola,留、不普,無,無,特有亞種(C. e. volitans),
C68,扇尾鶯科,Cisticolidae,448,斑紋鷦鶯,Prinia crinigera,Striated Prinia,留、普,無,無,特有亞種(P. c. striata),
C68,扇尾鶯科,Cisticolidae,449,灰頭鷦鶯,Prinia flaviventris,Yellow-bellied Prinia,留、普,留、稀,留、普,,
C68,扇尾鶯科,Cisticolidae,450,褐頭鷦鶯,Prinia inornata,Plain Prinia,留、普,留、稀,留、普,特有亞種(P. i. flavirostris),
C69,鶯科,Sylviidae,451,漠地林鶯,Sylvia nana,Asian Desert Warbler,迷,無,無,,
C69,鶯科,Sylviidae,452,白喉林鶯,Sylvia curruca,Lesser Whitethroat,迷,無,無,,
C69,鶯科,Sylviidae,453,褐頭花翼,Fulvetta formosana,Taiwan Fulvetta,留、普,無,無,特有種,
C69,鶯科,Sylviidae,454,粉紅鸚嘴,Paradoxornis webbianus,Vinous-throated Parrotbill,留、普,無,無,特有亞種(P. w. bulomachus),
C69,鶯科,Sylviidae,455,黃羽鸚嘴,Paradoxornis verreauxi,Golden Parrotbill,留、稀,無,無,特有亞種(P. v. morrisonianus),
C70,繡眼科,Zosteropidae,456,冠羽畫眉,Yuhina brunneiceps,Taiwan Yuhina,留、普,無,無,特有種,
C70,繡眼科,Zosteropidae,457,紅脇繡眼,Zosterops erythropleurus,Chestnut-flanked White-eye,迷,無,無,,
C70,繡眼科,Zosteropidae,458,綠繡眼,Zosterops japonicus,Japanese White-eye,留、普,留、普,留、普,,
C70,繡眼科,Zosteropidae,459,低地繡眼,Zosterops meyeni,Lowland White-eye,留、蘭嶼普,無,無,,
C71,雀眉科,Pellorneidae,460,繡眼畫眉,Alcippe morrisonia,Gray-cheeked Fulvetta,留、普,無,無,特有亞種(A. m. morrisonia),
C71,雀眉科,Pellorneidae,461,頭烏線,Schoeniparus brunnea,Dusky Fulvetta,留、普,無,無,特有亞種(S. b. brunnea),
C72,噪眉科,Leiothrichidae,462,台灣白喉噪眉,Garrulax ruficeps,Rufous-crowned Laughingthrush,留、稀,無,無,特有種,II
C72,噪眉科,Leiothrichidae,463,棕噪眉,Garrulax poecilorhynchus,Rusty Laughingthrush,留、不普,無,無,特有種,II
C72,噪眉科,Leiothrichidae,464,大陸畫眉,Garrulax canorus,Hwamei,引進種、不普,迷,留、稀,,II
C72,噪眉科,Leiothrichidae,465,台灣畫眉,Garrulax taewanus,Taiwan Hwamei,留、不普,無,無,特有種,II
C72,噪眉科,Leiothrichidae,466,台灣噪眉,Garrulax morrisonianus,White-whiskered Laughingthrush,留、普,無,無,特有種,
C72,噪眉科,Leiothrichidae,467,白耳畫眉,Heterophasia auricularis,White-eared Sibia,留、普,無,無,特有種,
C72,噪眉科,Leiothrichidae,468,黃胸藪眉,Liocichla steerii,Steere''s Liocichla,留、普,無,無,特有種,
C72,噪眉科,Leiothrichidae,469,紋翼畫眉,Actinodura morrisoniana,Taiwan Barwing,留、普,無,無,特有種,III
C73,畫眉科,Timaliidae,470,山紅頭,Stachyridopsis ruficeps,Rufous-capped Babbler,留、普,無,無,特有亞種(S. r. praecognita),
C73,畫眉科,Timaliidae,471,大彎嘴,Pomatorhinus erythrocnemis,Black-necklaced Scimitar-Babbler,留、普,無,無,特有種,
C73,畫眉科,Timaliidae,472,小彎嘴,Pomatorhinus musicus,Taiwan Scimitar-Babbler,留、普,無,無,特有種,
C74,鶲科,Muscicapidae,473,斑鶲,Muscicapa striata,Spotted Flycatcher,迷,無,無,,
C74,鶲科,Muscicapidae,474,烏鶲,Muscicapa sibirica,Dark-sided Flycatcher,過、稀,過、稀,過、稀,,
C74,鶲科,Muscicapidae,475,寬嘴鶲,Muscicapa latirostris,Asian Brown Flycatcher,過、不普/冬、稀,過、普,過、不普,,
C74,鶲科,Muscicapidae,476,灰斑鶲,Muscicapa griseisticta,Gray-streaked Flycatcher,過、不普,過、普,過、稀,,
C74,鶲科,Muscicapidae,477,褐胸鶲,Muscicapa muttui,Brown-breasted Flycatcher,迷,無,無,,
C74,鶲科,Muscicapidae,478,紅尾鶲,Muscicapa ferruginea,Ferruginous Flycatcher,夏、不普,過、稀,迷,,
C74,鶲科,Muscicapidae,479,鵲鴝,Copsychus saularis,Oriental Magpie-Robin,引進種、稀,留、不普,留、普,,
C74,鶲科,Muscicapidae,480,白喉林鶲,Cyornis brunneatus,Brown-chested Jungle-Flycatcher,迷,無,無,,
C74,鶲科,Muscicapidae,481,棕腹大仙鶲,Niltava davidi,Fujian Niltava,迷,無,無,,
C74,鶲科,Muscicapidae,482,棕腹仙鶲,Niltava sundara,Rufous-bellied Niltava,迷,無,無,,
C74,鶲科,Muscicapidae,483,黃腹琉璃,Niltava vivida,Vivid Niltava,留、不普,無,無,特有亞種(N. v. vivida),III
C74,鶲科,Muscicapidae,484,白腹琉璃,Cyanoptila cyanomelana,Blue-and-white Flycatcher,過、稀,過、稀,過、稀,,
C74,鶲科,Muscicapidae,485,銅藍鶲,Eumyias thalassinus,Verditer Flycatcher,冬、稀,過、稀,過、稀,,
C74,鶲科,Muscicapidae,486,小翼鶇,Brachypteryx montana,White-browed Shortwing,留、普,無,無,特有亞種(B. m. goodfellowi),
C74,鶲科,Muscicapidae,487,紅尾歌鴝,Larvivora sibilans,Rufous-tailed Robin,過、稀,過、稀,無,,
C74,鶲科,Muscicapidae,488,日本歌鴝,Larvivora akahige,Japanese Robin,冬、稀,迷,無,,
C74,鶲科,Muscicapidae,489,琉球歌鴝,Larvivora komadori,Ryukyu Robin,迷,無,無,,
C74,鶲科,Muscicapidae,490,藍歌鴝,Larvivora cyane,Siberian Blue Robin,過、稀,過、稀,無,,
C74,鶲科,Muscicapidae,491,藍喉鴝,Luscinia svecica,Bluethroat,冬、稀,過、稀,無,,
C74,鶲科,Muscicapidae,492,台灣紫嘯鶇,Myophonus insularis,Formosan Whistling-Thrush,留、普,無,無,特有種,
C74,鶲科,Muscicapidae,493,白斑紫嘯鶇,Myophonus caeruleus,Blue Whistling-Thrush,無,留、普,過、稀,,
C74,鶲科,Muscicapidae,494,小剪尾,Enicurus scouleri,Little Forktail,留、稀,無,無,特有亞種(E. s. fortis),II
C74,鶲科,Muscicapidae,495,野鴝,Calliope calliope,Siberian Rubythroat,冬、不普/過、普,過、不普,冬、稀,,
C74,鶲科,Muscicapidae,496,白尾鴝,Cinclidium leucurum,White-tailed Robin,留、不普,無,無,特有亞種(C. l. montium),III
C74,鶲科,Muscicapidae,497,藍尾鴝,Tarsiger cyanurus,Red-flanked Bluetail,冬、不普,冬、不普,冬、不普,,
C74,鶲科,Muscicapidae,498,白眉林鴝,Tarsiger indicus,White-browed Bush-Robin,留、稀,無,無,特有亞種(T. i. formosanus),III
C74,鶲科,Muscicapidae,499,栗背林鴝,Tarsiger johnstoniae,Collared Bush-Robin,留、普,無,無,特有種,
C74,鶲科,Muscicapidae,500,紅喉鶲,Ficedula albicilla,Taiga Flycatcher,冬、稀/過、稀,過、稀,過、稀,,
C74,鶲科,Muscicapidae,501,白眉鶲,Ficedula zanthopygia,Korean Flycatcher,過、稀,過、稀,過、稀,,
C74,鶲科,Muscicapidae,502,黃眉黃鶲,Ficedula narcissina,Narcissus Flycatcher,過、稀,過、稀,過、稀,,
C74,鶲科,Muscicapidae,503,白眉黃鶲,Ficedula mugimaki,Mugimaki Flycatcher,冬、稀/過、稀,過、稀,過、稀,,
C74,鶲科,Muscicapidae,504,銹胸藍姬鶲,Ficedula hodgsonii,Slaty-backed Flycatcher,迷,無,無,,
C74,鶲科,Muscicapidae,505,黃胸青鶲,Ficedula hyperythra,Snowy-browed Flycatcher,留、普,無,無,特有亞種(F. h. innexa),
C74,鶲科,Muscicapidae,506,紅胸鶲,Ficedula parva,Red-breasted Flycatcher,冬、稀,過、稀,過、稀,,
C74,鶲科,Muscicapidae,507,鉛色水鶇,Phoenicurus fuliginosus,Plumbeous Redstart,留、普,過、稀,過、稀,特有亞種(R. f. affinis),III
C74,鶲科,Muscicapidae,508,白頂溪鴝,Phoenicurus leucocephalus,White-capped Redstart,無,迷,無,,
C74,鶲科,Muscicapidae,509,赭紅尾鴝,Phoenicurus ochruros,Black Redstart,迷,迷,無,,
C74,鶲科,Muscicapidae,510,黃尾鴝,Phoenicurus auroreus,Daurian Redstart,冬、不普,冬、不普,冬、不普,,
C74,鶲科,Muscicapidae,511,白喉磯鶇,Monticola gularis,White-throated Rock-Thrush,迷,過、稀,無,,
C74,鶲科,Muscicapidae,512,藍磯鶇,Monticola solitarius,Blue Rock-Thrush,留、稀/冬、普,冬、普,冬、不普,,
C74,鶲科,Muscicapidae,513,黑喉鴝,Saxicola maurus,Siberian Stonechat,冬、不普/過、不普,冬、不普/過、不普,冬、不普,,
C74,鶲科,Muscicapidae,515,灰叢鴝,Saxicola ferreus,Gray Bushchat,過、稀,過、不普,過、稀,,
C74,鶲科,Muscicapidae,514,穗䳭,Oenanthe oenanthe,Northern Wheatear,迷,無,無,,
C74,鶲科,Muscicapidae,516,白頂䳭,Oenanthe pleschanka,Pied Wheatear,無,迷,無,,
C74,鶲科,Muscicapidae,517,漠䳭,Oenanthe deserti,Desert Wheatear,迷,迷,無,,
C74,鶲科,Muscicapidae,518,沙䳭,Oenanthe isabellina,Isabelline Wheatear,迷,無,無,,
C75,鶇科,Turdidae,519,白眉地鶇,Geokichla sibirica,Siberian Thrush,過、稀,過、稀,過、稀,,
C75,鶇科,Turdidae,520,橙頭地鶇,Geokichla citrina,Orange-headed Thrush,迷,無,無,,
C75,鶇科,Turdidae,521,虎鶇,Zoothera dauma,Scaly Thrush,冬、普,冬、不普,冬、不普,,
C75,鶇科,Turdidae,522,灰背鶇,Turdus hortulorum,Gray-backed Thrush,過、稀,過、稀,冬、稀,,
C75,鶇科,Turdidae,523,烏灰鶇,Turdus cardis,Japanese Thrush,過、稀,過、稀,冬、不普,,
C75,鶇科,Turdidae,524,黑鶇,Turdus merula,Eurasian Blackbird,冬、稀,冬、不普,留、不普,,
C75,鶇科,Turdidae,525,白頭鶇,Turdus poliocephalus,Island Thrush,留、稀,無,無,特有亞種(T. p. niveiceps),II
C75,鶇科,Turdidae,526,白眉鶇,Turdus obscurus,Eyebrowed Thrush,冬、不普,過、不普,冬、不普,,
C75,鶇科,Turdidae,527,白腹鶇,Turdus pallidus,Pale Thrush,冬、普,過、不普,冬、不普,,
C75,鶇科,Turdidae,528,赤腹鶇,Turdus chrysolaus,Brown-headed Thrush,冬、普,過、不普,冬、不普,,
C75,鶇科,Turdidae,529,赤頸鶇,Turdus ruficollis,Red-throated Thrush,迷,迷,迷,,
C75,鶇科,Turdidae,530,斑點鶇,Turdus eunomus,Dusky Thrush,冬、不普,過、不普,冬、不普,,
C75,鶇科,Turdidae,531,紅尾鶇,Turdus naumanni,Naumann''s Thrush,冬、不普,過、不普,冬、不普,,
C75,鶇科,Turdidae,532,寶興歌鶇,Turdus mupinensis,Chinese Thrush,迷,無,無,,
C76,八哥科,Sturnidae,533,輝椋鳥,Aplonis panayensis,Asian Glossy Starling,引進種、不普,無,無,,
C76,八哥科,Sturnidae,534,八哥,Acridotheres cristatellus,Crested Myna,留、不普,留、不普,留、普,特有亞種(A. c. formosanus),II
