family_code,family_zh,family,spid,zh_name,name,en_name,reg_tw,reg_matsu,reg_kinmen,tw_endemic,consv_status,note
C30,鷗科,Laridae,265,紅燕鷗,Sterna dougallii,Roseate Tern,夏、不普,夏、普,夏、不普,,II,
C30,鷗科,Laridae,266,蒼燕鷗,Sterna sumatrana,Black-naped Tern,夏、不普,夏、普,夏、不普,,II,
C30,鷗科,Laridae,267,燕鷗,Sterna hirundo,Common Tern,過、普,過、稀,過、稀,,,
C30,鷗科,Laridae,268,鳳頭燕鷗,Thalasseus bergii,Great Crested Tern,夏、不普,夏、普,夏、不普,,II,
C30,鷗科,Laridae,269,白嘴端燕鷗,Thalasseus sandvicensis,Sandwich Tern,迷,無,無,,,
C30,鷗科,Laridae,270,小鳳頭燕鷗,Thalasseus bengalensis,Lesser Crested Tern,迷,無,無,,,
C30,鷗科,Laridae,271,黑嘴端鳳頭燕鷗,Thalasseus bernsteini,Chinese Crested Tern,過、稀,夏、稀,無,,I,
C31,鳩鴿科,Columbidae,272,野鴿,Columba livia,Rock Pigeon,引進種、普,引進種、稀,引進種、稀,,,
C31,鳩鴿科,Columbidae,273,灰林鴿,Columba pulchricollis,Ashy Wood-Pigeon,留、不普,無,無,,,
C31,鳩鴿科,Columbidae,274,黑林鴿,Columba janthina,Japanese Wood-Pigeon,迷,迷,迷,,,
C31,鳩鴿科,Columbidae,275,金背鳩,Streptopelia orientalis,Oriental Turtle-Dove,留、普,留、不普/過、不普,冬、普,特有亞種(S. o. orii),,
C31,鳩鴿科,Columbidae,276,灰斑鳩,Streptopelia decaocto,Eurasian Collared-Dove,引進種、稀,無,迷,,,
C31,鳩鴿科,Columbidae,277,紅鳩,Streptopelia tranquebarica,Red Collared-Dove,留、普,留、稀,留、不普,,,
C31,鳩鴿科,Columbidae,278,珠頸斑鳩,Streptopelia chinensis,Spotted Dove,留、普,留、普,留、普,,,
C31,鳩鴿科,Columbidae,279,斑尾鵑鳩,Macropygia unchall,Barred Cuckoo-Dove,無,迷,迷,,,
C31,鳩鴿科,Columbidae,280,長尾鳩,Macropygia tenuirostris,Philippine Cuckoo-Dove,留、蘭嶼不普,無,無,,,
C31,鳩鴿科,Columbidae,281,翠翼鳩,Chalcophaps indica,Emerald Dove,留、不普,無,過、稀,,,
C31,鳩鴿科,Columbidae,282,橙胸綠鳩,Treron bicinctus,Orange-breasted Pigeon,迷,無,無,,,
C31,鳩鴿科,Columbidae,283,厚嘴綠鳩,Treron curvirostra,Thick-billed Pigeon,無,迷,無,,,
C31,鳩鴿科,Columbidae,284,綠鳩,Treron sieboldii,White-bellied Pigeon,留、不普,過、稀,過、稀,,,
C31,鳩鴿科,Columbidae,285,紅頭綠鳩,Treron formosae,Whistling Green-Pigeon,留、稀,無,迷,特有亞種(T. f. formosae),II,
C31,鳩鴿科,Columbidae,286,小綠鳩,Ptilinopus leclancheri,Black-chinned Fruit-Dove,留、稀,無,無,,,
C32,杜鵑科,Cuculidae,287,冠郭公,Clamator coromandus,Chestnut-winged Cuckoo,過、稀,過、稀,過、稀,,,
C32,杜鵑科,Cuculidae,288,斑翅鳳頭鵑,Clamator jacobinus,Pied Cuckoo,迷,無,無,,,
C32,杜鵑科,Cuculidae,289,鷹鵑,Hierococcyx sparverioides,Large Hawk-Cuckoo,夏、普,過、稀,夏、稀,,,
C32,杜鵑科,Cuculidae,290,棕腹鷹鵑,Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,迷,過、稀,無,,,
C32,杜鵑科,Cuculidae,291,北方鷹鵑,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,迷,過、稀,無,,,
C32,杜鵑科,Cuculidae,292,四聲杜鵑,Cuculus micropterus,Indian Cuckoo,過、稀,過、稀,過、不普/夏、不普,,,
C32,杜鵑科,Cuculidae,293,大杜鵑,Cuculus canorus,Common Cuckoo,過、稀,過、稀,無,,,
C32,杜鵑科,Cuculidae,294,北方中杜鵑,Cuculus optatus,Oriental Cuckoo,夏、普,過、不普,過、稀,,,
C32,杜鵑科,Cuculidae,295,小杜鵑,Cuculus poliocephalus,Lesser Cuckoo,過、稀,過、稀,過、稀,,,
C32,杜鵑科,Cuculidae,296,八聲杜鵑,Cacomantis merulinus,Plaintive Cuckoo,迷,過、稀,無,,,
C32,杜鵑科,Cuculidae,297,烏鵑,Surniculus dicruroides,Fork-tailed Drongo-Cuckoo,迷,過、稀,過、稀,,,
C32,杜鵑科,Cuculidae,298,噪鵑,Eudynamys scolopaceus,Asian Koel,過、稀,過、稀,夏、不普,,,
C32,杜鵑科,Cuculidae,299,褐翅鴉鵑,Centropus sinensis,Greater Coucal,無,留、不普,留、普,,,
C32,杜鵑科,Cuculidae,300,番鵑,Centropus bengalensis,Lesser Coucal,留、普,迷,留、稀,,,
C33,草鴞科,Tytonidae,301,草鴞,Tyto longimembris,Australasian Grass-Owl,留、稀,無,冬、稀,特有亞種(T. l. pithecops),I,
C34,鴟鴞科,Strigidae,302,黃嘴角鴞,Otus spilocephalus,Mountain Scops-Owl,留、普,無,無,特有亞種(O. s. hambroecki),II,
C34,鴟鴞科,Strigidae,303,領角鴞,Otus lettia,Collared Scops-Owl,留、普,無,迷,特有亞種(O. l. glabripes),II,
C34,鴟鴞科,Strigidae,304,蘭嶼角鴞,Otus elegans,Ryukyu Scops-Owl,留、蘭嶼普,無,無,特有亞種(O. e. botelensis),II,
C34,鴟鴞科,Strigidae,305,東方角鴞,Otus sunia,Oriental Scops-Owl,過、不普,過、稀,過、稀,,II,
C34,鴟鴞科,Strigidae,306,黃魚鴞,Ketupa flavipes,Tawny Fish-Owl,留、稀,無,無,,II,
C34,鴟鴞科,Strigidae,307,鵂鶹,Glaucidium brodiei,Collared Owlet,留、不普,無,無,特有亞種(G. b. pardalotum),II,
C34,鴟鴞科,Strigidae,308,縱紋腹小鴞,Athene noctua,Little Owl,迷,無,迷,,II,
C34,鴟鴞科,Strigidae,309,褐林鴞,Strix leptogrammica,Brown Wood-Owl,留、稀,無,無,,II,
C34,鴟鴞科,Strigidae,310,東方灰林鴞,Strix nivicola,Himalayan Owl,留、稀,無,無,特有亞種(S. n. yamadae),II,
C34,鴟鴞科,Strigidae,311,長耳鴞,Asio otus,Long-eared Owl,冬、稀,無,冬、稀,,II,
C34,鴟鴞科,Strigidae,312,短耳鴞,Asio flammeus,Short-eared Owl,冬、不普,過、稀,冬、稀,,II,
C34,鴟鴞科,Strigidae,313,褐鷹鴞,Ninox japonica,Northern Boobook,留、不普/過、不普,過、稀,過、稀,,II,
C35,夜鷹科,Caprimulgidae,314,普通夜鷹,Caprimulgus jotaka,Gray Nightjar,過、稀,過、稀,過、稀,,,
C35,夜鷹科,Caprimulgidae,315,台灣夜鷹,Caprimulgus affinis,Savanna Nightjar,留、普,過、稀,過、稀,特有亞種(C. a. stictomus),,
C36,雨燕科,Apodidae,316,白喉針尾雨燕,Hirundapus caudacutus,White-throated Needletail,過、稀,過、稀,過、稀,,,
C36,雨燕科,Apodidae,317,灰喉針尾雨燕,Hirundapus cochinchinensis,Silver-backed Needletail,留、稀,無,無,特有亞種(H. c. formosanus),,
C36,雨燕科,Apodidae,318,短嘴金絲燕,Aerodramus brevirostris,Himalayan Swiftlet,過、稀,無,過、稀,,,
C36,雨燕科,Apodidae,319,叉尾雨燕,Apus pacificus,Pacific Swift,留、不普/過、不普,夏、普,過、稀,,,
C36,雨燕科,Apodidae,320,小雨燕,Apus nipalensis,House Swift,留、普,留、不普,留、普,特有亞種(A. n. kuntzi),,
C37,翠鳥科,Alcedinidae,321,翠鳥,Alcedo atthis,Common Kingfisher,留、普/過、不普,留、普,留、普,,,
C37,翠鳥科,Alcedinidae,322,三趾翠鳥,Ceyx erithaca,Black-backed Dwarf-Kingfisher,迷,迷,無,,,
C37,翠鳥科,Alcedinidae,323,赤翡翠,Halcyon coromanda,Ruddy Kingfisher,過、稀,過、稀,過、稀,,,
C37,翠鳥科,Alcedinidae,324,蒼翡翠,Halcyon smyrnensis,White-throated Kingfisher,過、稀,留、不普,留、不普,,,
C37,翠鳥科,Alcedinidae,325,黑頭翡翠,Halcyon pileata,Black-capped Kingfisher,冬、稀/過、稀,過、稀,冬、不普,,,
C37,翠鳥科,Alcedinidae,326,白領翡翠,Todiramphus chloris,Collared Kingfisher,迷,無,無,,,
C37,翠鳥科,Alcedinidae,327,斑翡翠,Ceryle rudis,Pied Kingfisher,無,過、稀,留、不普,,,
C38,蜂虎科,Meropidae,328,栗喉蜂虎,Merops philippinus,Blue-tailed Bee-eater,迷,無,夏、普,,,
C38,蜂虎科,Meropidae,329,彩虹蜂虎,Merops ornatus,Rainbow Bee-eater,迷,無,無,,,
C39,佛法僧科,Coraciidae,330,佛法僧,Eurystomus orientalis,Dollarbird,過、稀,過、普,過、稀,,,
C40,戴勝科,Upupidae,331,戴勝,Upupa epops,Eurasian Hoopoe,冬、稀/過、稀,過、普,留、普/過、不普,,,
C41,鬚鴷科,Megalaimidae,332,五色鳥,Psilopogon nuchalis,Taiwan Barbet,留、普,無,無,特有種,,
C42,啄木鳥科,Picidae,333,地啄木,Jynx torquilla,Eurasian Wryneck,冬、稀/過、稀,過、稀,冬、不普,,,
C42,啄木鳥科,Picidae,334,小啄木,Dendrocopos canicapillus,Gray-capped Woodpecker,留、普,無,無,,,
C42,啄木鳥科,Picidae,335,大赤啄木,Dendrocopos leucotos,White-backed Woodpecker,留、不普,無,無,特有亞種(D. l. insularis),II,
C42,啄木鳥科,Picidae,336,綠啄木,Picus canus,Gray-faced Woodpecker,留、稀,無,無,,II,
C43,隼科,Falconidae,337,紅隼,Falco tinnunculus,Eurasian Kestrel,冬、普,留、不普/過、普,冬、不普,,II,
C43,隼科,Falconidae,338,紅腳隼,Falco amurensis,Amur Falcon,過、稀,過、稀,過、稀,,II,
C43,隼科,Falconidae,339,灰背隼,Falco columbarius,Merlin,冬、稀/過、稀,迷,無,,II,
C43,隼科,Falconidae,340,燕隼,Falco subbuteo,Eurasian Hobby,過、不普,過、不普,過、稀,,II,
C43,隼科,Falconidae,341,遊隼,Falco peregrinus,Peregrine Falcon,留、稀/冬、不普/過、不普,過、稀,冬、不普,,I,
C44,八色鳥科,Pittidae,342,綠胸八色鳥,Pitta sordida,Hooded Pitta,迷,無,無,,,
C44,八色鳥科,Pittidae,343,八色鳥,Pitta nympha,Fairy Pitta,夏、不普,無,無,,II,
C44,八色鳥科,Pittidae,344,藍翅八色鳥,Pitta moluccensis,Blue-winged Pitta,迷,迷,無,,,
C45,山椒鳥科,Campephagidae,345,灰喉山椒鳥,Pericrocotus solaris,Gray-chinned Minivet,留、普,無,無,,,
C45,山椒鳥科,Campephagidae,346,長尾山椒鳥,Pericrocotus ethologus,Long-tailed Minivet,迷,無,無,,,
C45,山椒鳥科,Campephagidae,347,琉球山椒鳥,Pericrocotus tegimae,Ryukyu Minivet,迷,迷,無,,,
C45,山椒鳥科,Campephagidae,348,灰山椒鳥,Pericrocotus divaricatus,Ashy Minivet,冬、稀/過、稀,過、普,過、不普,,,
C45,山椒鳥科,Campephagidae,349,小灰山椒鳥,Pericrocotus cantonensis,Brown-rumped Minivet,迷,過、稀,無,,,
C45,山椒鳥科,Campephagidae,350,花翅山椒鳥,Coracina macei,Large Cuckooshrike,留、稀,迷,無,,II,
C45,山椒鳥科,Campephagidae,351,黑原鵑鵙,Lalage nigra,Pied Triller,迷,無,無,,,
C45,山椒鳥科,Campephagidae,352,黑翅山椒鳥,Lalage melaschistos,Black-winged Cuckooshrike,冬、稀/過、稀,過、不普,過、稀,,,
C46,伯勞科,Laniidae,353,虎紋伯勞,Lanius tigrinus,Tiger Shrike,過、稀,過、稀,無,,,
C46,伯勞科,Laniidae,354,紅頭伯勞,Lanius bucephalus,Bull-headed Shrike,冬、稀,過、稀,過、稀,,,
C46,伯勞科,Laniidae,355,紅背伯勞,Lanius collurio,Red-backed Shrike,迷,無,無,,,
C46,伯勞科,Laniidae,356,紅尾伯勞,Lanius cristatus,Brown Shrike,冬、普/過、普,過、普,過、普,,III,
C46,伯勞科,Laniidae,357,棕背伯勞,Lanius schach,Long-tailed Shrike,留、普,過、不普/留、稀,留、普,,,
C46,伯勞科,Laniidae,358,楔尾伯勞,Lanius sphenocercus,Chinese Gray Shrike,迷,迷,過、稀,,,
C47,綠鵙科,Vireonidae,359,綠畫眉,Erpornis zantholeuca,White-bellied Erpornis,留、普,無,無,,,
C48,黃鸝科,Oriolidae,360,黃鸝,Oriolus chinensis,Black-naped Oriole,留、稀/過、稀,過、不普,過、稀/夏、稀,,I,
C48,黃鸝科,Oriolidae,361,朱鸝,Oriolus traillii,Maroon Oriole,留、不普,無,無,特有亞種(O. t. ardens),II,
C49,卷尾科,Dicruridae,362,大卷尾,Dicrurus macrocercus,Black Drongo,留、普/過、稀,夏、不普,夏、不普/留、稀,特有亞種(D. m. harterti),,
C49,卷尾科,Dicruridae,363,灰卷尾,Dicrurus leucophaeus,Ashy Drongo,冬、稀/過、稀,過、普,過、稀,,,
C49,卷尾科,Dicruridae,364,鴉嘴卷尾,Dicrurus annectans,Crow-billed Drongo,無,過、稀,無,,,
C49,卷尾科,Dicruridae,365,小卷尾,Dicrurus aeneus,Bronzed Drongo,留、普,無,無,特有亞種(D. a. braunianus),,
C49,卷尾科,Dicruridae,366,髮冠卷尾,Dicrurus hottentottus,Hair-crested Drongo,過、稀,過、不普,過、稀,,,
C50,王鶲科,Monarchidae,367,黑枕藍鶲,Hypothymis azurea,Black-naped Monarch,留、普,迷,迷,特有亞種(H. a. oberholseri),,
C50,王鶲科,Monarchidae,368,紫綬帶,Terpsiphone atrocaudata,Japanese Paradise-Flycatcher,過、稀；夏、蘭嶼普/留、蘭嶼稀,過、稀,過、稀,,II,
C50,王鶲科,Monarchidae,369,阿穆爾綬帶,Terpsiphone incei,Amur Paradise-Flycatcher,過、稀,過、稀,過、稀,,,
C51,鴉科,Corvidae,370,松鴉,Garrulus glandarius,Eurasian Jay,留、普,無,無,特有亞種(G. g. taivanus),,
C51,鴉科,Corvidae,371,灰喜鵲,Cyanopica cyanus,Azure-winged Magpie,引進種、稀,迷,無,,,
C51,鴉科,Corvidae,372,台灣藍鵲,Urocissa caerulea,Taiwan Blue-Magpie,留、普,無,無,特有種,III,
C51,鴉科,Corvidae,373,樹鵲,Dendrocitta formosae,Gray Treepie,留、普,迷,迷,特有亞種(D. f. formosae),,
C51,鴉科,Corvidae,374,喜鵲,Pica pica,Eurasian Magpie,留、普,過、稀,留、普,,,
C51,鴉科,Corvidae,375,星鴉,Nucifraga caryocatactes,Eurasian Nutcracker,留、普,無,無,特有亞種(N. c. owstoni),,
C51,鴉科,Corvidae,376,東方寒鴉,Corvus dauuricus,Daurian Jackdaw,迷,無,冬、稀,,,
C51,鴉科,Corvidae,377,家烏鴉,Corvus splendens,House Crow,迷,無,無,,,
C51,鴉科,Corvidae,378,禿鼻鴉,Corvus frugilegus,Rook,冬、稀,過、稀,冬、稀,,,
C51,鴉科,Corvidae,379,小嘴烏鴉,Corvus corone,Carrion Crow,過、稀,過、稀,冬、稀,,,
C51,鴉科,Corvidae,380,巨嘴鴉,Corvus macrorhynchos,Large-billed Crow,留、普,迷,迷,,,
C51,鴉科,Corvidae,381,玉頸鴉,Corvus torquatus,Collared Crow,迷,無,留、不普,,,
C52,百靈科,Alaudidae,382,大短趾百靈,Calandrella brachydactyla,Greater Short-toed Lark,迷,無,無,,,
C52,百靈科,Alaudidae,383,亞洲短趾百靈,Calandrella rufescens,Lesser Short-toed Lark,迷,迷,無,,,
C52,百靈科,Alaudidae,384,歐亞雲雀,Alauda arvensis,Sky Lark,冬、稀,過、稀,冬、稀,,,
C52,百靈科,Alaudidae,385,小雲雀,Alauda gulgula,Oriental Skylark,留、普,留、稀,留、不普,,,
C53,燕科,Hirundinidae,386,棕沙燕,Riparia chinensis,Gray-throated Martin,留、普,迷,迷,,,
C53,燕科,Hirundinidae,387,灰沙燕,Riparia riparia,Bank Swallow,過、稀,過、不普,過、稀,,,
C53,燕科,Hirundinidae,388,家燕,Hirundo rustica,Barn Swallow,夏、普/冬、普/過、普,夏、普,夏、普,,,
C53,燕科,Hirundinidae,389,洋燕,Hirundo tahitica,Pacific Swallow,留、普,過、不普,過、不普,,,
C53,燕科,Hirundinidae,390,金腰燕,Cecropis daurica,Red-rumped Swallow,過、稀,夏、稀,過、稀,,,
C53,燕科,Hirundinidae,391,赤腰燕,Cecropis striolata,Striated Swallow,留、普,無,迷,,,
C53,燕科,Hirundinidae,392,白腹毛腳燕,Delichon urbicum,Common House-Martin,迷,無,無,,,
C53,燕科,Hirundinidae,393,東方毛腳燕,Delichon dasypus,Asian House-Martin,留、不普,無,無,,,
C54,細嘴鶲科,Stenostiridae,394,方尾鶲,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,迷,迷,無,,,
C55,山雀科,Paridae,395,台灣赤腹山雀,Sittiparus castaneoventris,Chestnut-bellied Tit,留、不普,無,無,特有種,II,
C55,山雀科,Paridae,396,雜色山雀,Sittiparus varius,Varied Tit,,,,,,待確認
C55,山雀科,Paridae,397,煤山雀,Periparus ater,Coal Tit,留、普,無,無,特有亞種(P. a. ptilosus),III,
C55,山雀科,Paridae,398,黃腹山雀,Periparus venustulus,Yellow-bellied Tit,無,迷,無,,,
C55,山雀科,Paridae,399,白頰山雀,Parus minor,Cinereous Tit,迷,留、稀,無,,,
C55,山雀科,Paridae,400,青背山雀,Parus monticolus,Green-backed Tit,留、普,無,無,特有亞種(P. m. insperatus),III,
C55,山雀科,Paridae,401,黃山雀,Parus holsti,Yellow Tit,留、稀,無,無,特有種,II,
C56,攀雀科,Remizidae,402,攀雀,Remiz consobrinus,Chinese Penduline-Tit,迷,過、稀,過、稀,,,
C57,長尾山雀科,Aegithalidae,403,紅頭山雀,Aegithalos concinnus,Black-throated Tit,留、普,留、不普,無,,,
C58,鳾科,Sittidae,404,茶腹鳾,Sitta europaea,Eurasian Nuthatch,留、普,無,無,,,
C59,鷦鷯科,Troglodytidae,405,鷦鷯,Troglodytes troglodytes,Eurasian Wren,留、普,無,無,特有亞種(T. t. taivanus),,
C60,河烏科,Cinclidae,406,河烏,Cinclus pallasii,Brown Dipper,留、不普,無,無,,,
C61,鵯科,Pycnonotidae,407,白環鸚嘴鵯,Spizixos semitorques,Collared Finchbill,留、普,無,無,特有亞種(S. s. cinereicapillus),,
C61,鵯科,Pycnonotidae,408,烏頭翁,Pycnonotus taivanus,Styan's Bulbul,留、花蓮台東恆春半島普,無,無,特有種,II,
C61,鵯科,Pycnonotidae,409,白頭翁,Pycnonotus sinensis,Light-vented Bulbul,留、普,留、普,留、普,特有亞種(P. s. formosae),,
C61,鵯科,Pycnonotidae,410,白喉紅臀鵯,Pycnonotus aurigaster,Sooty-headed Bulbul,無,無,迷,,,
C61,鵯科,Pycnonotidae,411,紅嘴黑鵯,Hypsipetes leucocephalus,Black Bulbul,留、普,迷,迷,特有亞種(H. l. nigerrimus),,
C61,鵯科,Pycnonotidae,412,棕耳鵯,Hypsipetes amaurotis,Brown-eared Bulbul,留、蘭嶼綠島普/過、稀,迷,無,特有亞種(I. a. harterti),,
C61,鵯科,Pycnonotidae,413,栗背短腳鵯,Hemixos castanonotus,Chestnut Bulbul,無,無,迷,,,
C62,戴菊科,Regulidae,414,戴菊鳥,Regulus regulus,Goldcrest,冬、稀/過、稀,過、稀,過、稀,,,
C62,戴菊科,Regulidae,415,火冠戴菊鳥,Regulus goodfellowi,Flamecrest,留、普,無,無,特有種,III,
C63,鷦眉科,Pnoepygidae,416,台灣鷦眉,Pnoepyga formosana,Taiwan Cupwing,留、普,無,無,特有種,,
C64,樹鶯科,Cettiidae,417,短尾鶯,Urosphena squameiceps,Asian Stubtail,冬、稀/過、稀,過、稀,冬、稀,,,
C64,樹鶯科,Cettiidae,418,棕面鶯,Abroscopus albogularis,Rufous-faced Warbler,留、普,迷,無,,,
C64,樹鶯科,Cettiidae,419,日本樹鶯,Horornis diphone,Japanese Bush-Warbler,冬、稀,無,無,,,
C64,樹鶯科,Cettiidae,420,遠東樹鶯,Horornis borealis,Manchurian Bush-Warbler,冬、不普,冬、不普,冬、稀,,,
C64,樹鶯科,Cettiidae,421,小鶯,Horornis fortipes,Brownish-flanked Bush-Warbler,留、普/過、稀,留、普,迷,特有亞種(H. f. robustipes),,
C64,樹鶯科,Cettiidae,422,深山鶯,Horornis acanthizoides,Yellowish-bellied Bush-Warbler,留、普,無,無,特有亞種(H. a. concolor),,
C65,柳鶯科,Phylloscopidae,423,歐亞柳鶯,Phylloscopus trochilus,Willow Warbler,迷,無,無,,,
C65,柳鶯科,Phylloscopidae,424,嘰咋柳鶯,Phylloscopus collybita,Common Chiffchaff,迷,無,無,,,
C65,柳鶯科,Phylloscopidae,425,林柳鶯,Phylloscopus sibilatrix,Wood Warbler,迷,無,無,,,
C65,柳鶯科,Phylloscopidae,426,褐色柳鶯,Phylloscopus fuscatus,Dusky Warbler,冬、稀/過、稀,過、不普,冬、不普,,,
C65,柳鶯科,Phylloscopidae,427,黃腹柳鶯,Phylloscopus affinis,Tickell's Leaf-Warbler,無,迷,無,,,
C65,柳鶯科,Phylloscopidae,428,棕腹柳鶯,Phylloscopus subaffinis,Buff-throated Warbler,迷,無,無,,,
C65,柳鶯科,Phylloscopidae,429,棕眉柳鶯,Phylloscopus armandii,Yellow-streaked Warbler,迷,無,無,,,
C65,柳鶯科,Phylloscopidae,430,巨嘴柳鶯,Phylloscopus schwarzi,Radde's Warbler,過、稀,過、稀,無,,,
C65,柳鶯科,Phylloscopidae,431,黃腰柳鶯,Phylloscopus proregulus,Pallas's Leaf-Warbler,過、不普,過、不普,過、稀,,,
C65,柳鶯科,Phylloscopidae,432,雲南柳鶯,Phylloscopus yunnanensis,Chinese Leaf Warbler,無,迷,無,,,
C65,柳鶯科,Phylloscopidae,433,黃眉柳鶯,Phylloscopus inornatus,Yellow-browed Warbler,冬、不普,冬、不普,冬、不普,,,
C65,柳鶯科,Phylloscopidae,434,淡眉柳鶯,Phylloscopus humei,Hume's Warbler,無,迷,無,,,
C65,柳鶯科,Phylloscopidae,435,極北柳鶯,Phylloscopus borealis,Arctic Warbler,冬、普,冬、普,冬、不普,,,
C65,柳鶯科,Phylloscopidae,436,勘察加柳鶯,Phylloscopus examinandus,Kamchatka Leaf Warbler,,,,,,待討論、臺灣鳥類誌
C65,柳鶯科,Phylloscopidae,437,日本柳鶯,Phylloscopus xanthodryas,Japanese Leaf Warbler,,,,,,待討論
C65,柳鶯科,Phylloscopidae,438,暗綠柳鶯,Phylloscopus trochiloides,Greenish Warbler,,,,,,待討論
C65,柳鶯科,Phylloscopidae,439,雙斑綠柳鶯,Phylloscopus plumbeitarsus,Two-barred Warbler,迷,無,迷,,,
C65,柳鶯科,Phylloscopidae,440,淡腳柳鶯,Phylloscopus tenellipes,Pale-legged Leaf-Warbler,過、稀,過、稀,過、稀,,,
C65,柳鶯科,Phylloscopidae,441,庫頁島柳鶯,Phylloscopus borealoides,Sakhalin Leaf-Warbler,過、稀,過、稀,過、稀,,,
C65,柳鶯科,Phylloscopidae,442,冠羽柳鶯,Phylloscopus coronatus,Eastern Crowned Leaf-Warbler,過、稀,過、稀,過、稀,,,
C65,柳鶯科,Phylloscopidae,443,飯島柳鶯,Phylloscopus ijimae,Ijima's Leaf-Warbler,過、稀,無,無,,III,
C65,柳鶯科,Phylloscopidae,444,克氏冠紋柳鶯,Phylloscopus claudiae,Claudia's Leaf-Warbler,迷,迷,無,,,
C65,柳鶯科,Phylloscopidae,445,哈氏冠紋柳鶯,Phylloscopus goodsoni,Hartert's Leaf-Warbler,迷,迷,無,,,
C65,柳鶯科,Phylloscopidae,446,黑眉柳鶯,Phylloscopus ricketti,Sulphur-breasted Warbler,迷,迷,無,,,
C65,柳鶯科,Phylloscopidae,447,淡尾鶲鶯,Seicercus soror,Plain-tailed Warbler,無,迷,無,,,
C65,柳鶯科,Phylloscopidae,448,比氏鶲鶯,Seicercus valentini,Bianchi's Warbler,迷,無,無,,,
C65,柳鶯科,Phylloscopidae,449,栗頭鶲鶯,Seicercus castaniceps,Chestnut-crowned Warbler,迷,無,無,,,
C65,柳鶯科,Phylloscopidae,450,厚嘴葦鶯,Iduna aedon,Thick-billed Warbler,迷,無,無,,,
C66,葦鶯科,Acrocephalidae,451,靴籬鶯,Iduna caligata,Booted Warbler,迷,無,無,,,
C66,葦鶯科,Acrocephalidae,452,細紋葦鶯,Acrocephalus sorghophilus,Streaked Reed-Warbler,迷,過、稀,無,,,
C66,葦鶯科,Acrocephalidae,453,雙眉葦鶯,Acrocephalus bistrigiceps,Black-browed Reed-Warbler,冬、稀/過、稀,過、稀,過、稀,,,
C66,葦鶯科,Acrocephalidae,454,遠東葦鶯,Acrocephalus tangorum,Manchurian Reed-Warbler,迷,無,無,,,
C66,葦鶯科,Acrocephalidae,455,稻田葦鶯,Acrocephalus agricola,Paddyfield Warbler,迷,無,無,,,
C66,葦鶯科,Acrocephalidae,456,布氏葦鶯,Acrocephalus dumetorum,Blyth's Reed-Warbler,迷,無,無,,,
C66,葦鶯科,Acrocephalidae,457,東方大葦鶯,Acrocephalus orientalis,Oriental Reed-Warbler,冬、普,冬、普,冬、不普,,,
C67,蝗鶯科,Locustellidae,458,蒼眉蝗鶯,Locustella fasciolata,Gray's Grasshopper-Warbler,過、稀,無,無,,,
C67,蝗鶯科,Locustellidae,459,庫頁島蝗鶯,Locustella amnicola,Sakhalin Grasshopper-Warbler,過、稀,無,無,,,
C67,蝗鶯科,Locustellidae,460,小蝗鶯,Locustella certhiola,Pallas's Grasshopper-Warbler,過、稀,過、稀,無,,,
C67,蝗鶯科,Locustellidae,461,北蝗鶯,Locustella ochotensis,Middendorff's Grasshopper-Warbler,冬、稀/過、不普,過、稀,無,,,
C67,蝗鶯科,Locustellidae,462,史氏蝗鶯,Locustella pleskei,Pleske's Grasshopper-Warbler,過、稀,無,無,,,
C67,蝗鶯科,Locustellidae,463,茅斑蝗鶯,Locustella lanceolata,Lanceolated Warbler,過、不普,過、稀,過、稀,,,
C67,蝗鶯科,Locustellidae,464,台灣叢樹鶯,Locustella alishanensis,Taiwan Bush-Warbler,留、普,無,無,特有種,,
C68,扇尾鶯科,Cisticolidae,465,棕扇尾鶯,Cisticola juncidis,Zitting Cisticola,留、普/過、稀,過、不普,過、不普,,,
C68,扇尾鶯科,Cisticolidae,466,黃頭扇尾鶯,Cisticola exilis,Golden-headed Cisticola,留、不普,無,無,特有亞種(C. e. volitans),,
C68,扇尾鶯科,Cisticolidae,467,斑紋鷦鶯,Prinia crinigera,Striated Prinia,留、普,無,無,特有亞種(P. c. striata),,
C68,扇尾鶯科,Cisticolidae,468,灰頭鷦鶯,Prinia flaviventris,Yellow-bellied Prinia,留、普,留、稀,留、普,,,
C68,扇尾鶯科,Cisticolidae,469,褐頭鷦鶯,Prinia inornata,Plain Prinia,留、普,留、稀,留、普,特有亞種(P. i. flavirostris),,
C69,鶯科,Sylviidae,470,漠地林鶯,Sylvia nana,Asian Desert Warbler,迷,無,無,,,
C69,鶯科,Sylviidae,471,白喉林鶯,Sylvia curruca,Lesser Whitethroat,迷,無,迷,,,
C70,鸚嘴科,Paradoxornithidae,472,褐頭花翼,Fulvetta formosana,Taiwan Fulvetta,留、普,無,無,特有種,,
C70,鸚嘴科,Paradoxornithidae,473,粉紅鸚嘴,Sinosuthora webbiana,Vinous-throated Parrotbill,留、普,無,無,特有亞種(S. w. bulomacha),,
C70,鸚嘴科,Paradoxornithidae,474,黃羽鸚嘴,Suthora verreauxi,Golden Parrotbill,留、稀,無,無,特有亞種(S. v. morrisoniana),,
